"var","Estimate","Est.Error","Q5","Q10","Q20","Q80","Q90","Q95","lh"
"Intercept",-2.13674451334916,0.264285079204085,-2.58460605048035,-2.47967570245773,-2.34651417320354,-1.92181157136075,-1.80989720717886,-1.71370769309449,"competitive"
"past.maxDHW",0.0277510659398639,0.119593789105506,-0.175548567971286,-0.12800826379292,-0.0726284789198925,0.129990086221968,0.178418248336069,0.221633690196741,"competitive"
"years.sinceDHW",0.432440895463768,0.140029008369605,0.197595143200947,0.251584696516549,0.316568076788591,0.553625024479701,0.608831712012428,0.657868267606465,"competitive"
"Grav_NearPop.max",0.0564558416931023,0.0970311295479979,-0.0965586766609294,-0.0676757973993177,-0.0270893236187437,0.139198492188019,0.180171643882444,0.216223096171488,"competitive"
"Grav_Markets.max",0.0256048696239129,0.134993624327056,-0.190104711798599,-0.146781942447667,-0.0897528259250746,0.138937368756155,0.198848525668418,0.250546988788592,"competitive"
"perc_crop2012",-0.0676746683121736,0.106170497187477,-0.240392591462781,-0.201474642629185,-0.155500109020279,0.0221901940075169,0.0691954054849147,0.108595614260375,"competitive"
"perc_crop2002.2012",0.0888971330285079,0.110662509581291,-0.0899750296185249,-0.049467695865319,-0.00283552080019558,0.181746636968773,0.229838764680176,0.273640941780717,"competitive"
"hdi2015",0.320378462741459,0.325659981580068,-0.21085489866627,-0.0829319486362014,0.0590368129929097,0.584492195639438,0.726660184325887,0.857164329171091,"competitive"
"ManagementNoMtake",0.138227219165021,0.132526032055819,-0.0822799748819846,-0.0325694040710915,0.0287737217452288,0.246491495005453,0.307063785327537,0.358862172792058,"competitive"
"ManagementRestricted",-0.119752791191471,0.0952203519572899,-0.278356421538053,-0.242748170004663,-0.201422043894709,-0.0384416881873198,0.000295308285061164,0.0373370148910878,"competitive"
"HabitatCrest",-0.090784456272848,0.122054310889463,-0.298409278705443,-0.248985638476488,-0.193301082202768,0.0126337090764342,0.0640053549485513,0.110053021350507,"competitive"
"HabitatFlat",-0.45407254304131,0.0828092853209312,-0.588308223948104,-0.560466346452664,-0.524483521797526,-0.384634494123138,-0.348539500950388,-0.315966942776704,"competitive"
"Depth_m",-0.467530345702896,0.0756361333649472,-0.591967409521226,-0.563523139587144,-0.531358767048099,-0.404292040749127,-0.369896309377042,-0.34335964492496,"competitive"
"npp_mean",0.052256132528507,0.18465162594431,-0.251409905870161,-0.187535984694061,-0.100972979807019,0.212335132215785,0.289296056342713,0.346427875428072,"competitive"
"wave_mean",0.042964058231259,0.102166143841499,-0.123387727960655,-0.0859245997558997,-0.0428650319149705,0.127746677217898,0.173702313970983,0.213923085428953,"competitive"
"maxTCdays.mean",-0.252993257434943,0.171316202452654,-0.534848687411804,-0.468237459087498,-0.398063694528041,-0.104728228096466,-0.0247981470279627,0.0313225289656756,"competitive"
"reef_area_100km",-0.373889309502377,0.138421371717787,-0.601778772887137,-0.551649591303079,-0.490166044209692,-0.256420682997773,-0.197249563092512,-0.150112979182455,"competitive"
"Latitude",0.0993766077916077,0.263249070189952,-0.317584886198559,-0.231627359577144,-0.124495859467534,0.29902400846197,0.425504877322985,0.551403454259676,"competitive"
"n_points",0.31723990759006,0.223226089858473,-0.0557050025840563,0.0284256630390531,0.132997607539539,0.509241950078347,0.606439683364703,0.691743260668977,"competitive"
